source_id,source_name,author,title,description,url,url_to_image,published_at,content,top_article,engagement_reaction_count,engagement_comment_count,engagement_share_count,engagement_comment_plugin_count
al-jazeera-english,Al Jazeera English,Al Jazeera,Eritrea tops CPJ list of worst countries for press censorship,Media watchdog says 'authoritarian nations double down' on censorship by using extreme measures to silence journalists.,https://www.aljazeera.com/news/2019/09/eritrea-tops-cpj-list-worst-countries-press-censorship-190910052356285.html,https://www.aljazeera.com/mritems/Images/2019/6/5/bb30acdce08246a4ab4b6c559d167036_18.jpg,2019-09-10T07:03:03Z,"Eritrea is the world's most censored country, according to a new report by a media watchdog which also cites extreme measures taken by authorities in nine other countries, including North Korea, China and Saudi Arabia.
The US-based Committee to Protect Journ… [+3668 chars]",0.0,383.0,100.0,108.0,0.0
bbc-news,BBC News,,2019/09/05 14:00 GMT,The latest five minute news bulletin from BBC World Service.,https://www.bbc.co.uk/programmes/w172wy0h9cyfj5j,https://ichef.bbci.co.uk/images/ic/1200x675/p060dh18.jpg,2019-09-05T14:06:00Z,The latest five minute news bulletin from BBC World Service.,0.0,0.0,0.0,0.0,0.0
abc-news,ABC News,The Associated Press,UN official: Humanitarian situation in NW Syria 'alarming',"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",https://abcnews.go.com/US/wireStory/official-humanitarian-situation-nw-syria-alarming-65721016,,2019-09-19T15:52:56Z,"A senior U.N. official says the humanitarian situation in Syria's last rebel stronghold is ""alarming:"" An estimated 400,000 people have fled their homes in the country's northwest in just the last four months, and around 600,000 are living in tents, camps or … [+581 chars]",0.0,0.0,0.0,0.0,0.0
bbc-news,BBC News,https://www.facebook.com/bbcnews,Facebook hints at hiding 'likes',"Hidden code in the Android app reveals the potential for the feature, which has not been activated.",https://www.bbc.co.uk/news/technology-49562978,https://ichef.bbci.co.uk/news/1024/branded_news/106AE/production/_107064276_gettyimages-940823772.jpg,2019-09-03T13:07:40Z,"Image copyrightGetty Images
An engineer has discovered prototype code in Facebook's Android app which suggests it might test hiding the number of likes a post receives.
Jane Manchun Wong found the code, which has not been activated.
Instagram, which is als… [+1295 chars]",0.0,33.0,29.0,196.0,0.0
the-wall-street-journal,The Wall Street Journal,"Maureen Farrell, Eliot Brown",WeWork Weighs Slashing Valuation by More Than Half Amid IPO Skepticism,CEO Neumann met with SoftBank’s Son last week to discuss more investment,https://www.wsj.com/articles/wework-parent-weighs-slashing-its-valuation-roughly-in-half-11567689174?mod=hp_lead_pos2,https://images.wsj.net/im-104165/social,2019-09-05T13:12:00Z,"WeWorks parent company is weighing a dramatic reduction in its valuation as it aims to go public while facing widespread skepticism over its business model and corporate governance, according to people familiar with the matter. 
We Co. is considering putting… [+208 chars]",1.0,23.0,22.0,72.0,0.0
reuters,Reuters,Idrees Ali,Iran 'inching' toward place where talks could be held: Pentagon chief,"U.S. Defense Secretary Mark Esper said on Friday that it appeared Iran was inching toward a place where talks could be held, days after U.S. President Donald Trump left the door open to a possible meeting with Iranian President Hassan Rouhani.",http://feeds.reuters.com/~r/reuters/topNews/~3/oTzxSFKfjP8/iran-inching-toward-place-where-talks-could-be-held-pentagon-chief-idUSKCN1VR130,https://s3.reutersmedia.net/resources/r/?m=02&d=20190906&t=2&i=1426919445&w=1200&r=LYNXNPEF850UL,2019-09-06T17:12:29Z,"LONDON (Reuters) - U.S. Defense Secretary Mark Esper said on Friday that it appeared Iran was inching toward a place where talks could be held, days after U.S. President Donald Trump left the door open to a possible meeting with Iranian President Hassan Rouha… [+3640 chars]",1.0,3.0,0.0,1690.0,0.0
the-new-york-times,The New York Times,David M. Halbfinger,Israeli Arabs Get a Second Chance to Oust Netanyahu. Will They Use It?,"Arab citizens make up a sixth of the Israeli electorate. They could determine Prime Minister Netanyahu’s fate, but few voted in the last election.",https://www.nytimes.com/2019/09/14/world/middleeast/israel-arabs-election-vote.html,https://static01.nyt.com/images/2019/09/15/world/15israel-arabvote1/14israel-arabvote1-facebookJumbo.jpg,2019-09-14T14:50:21Z,"If you dont come out to vote, he warned, this is where were headed.
He understands that if 65 percent of the Arab citizens vote, he wont be prime minister anymore, Mr. Odeh said. Hes only thinking about the election. He doesnt think about relations between A… [+1149 chars]",0.0,4.0,0.0,49.0,0.0
reuters,Reuters,Reuters Editorial,House readies vote on stopgap funding bill to avoid government shutdown,The U.S. House of Representatives prepared to vote on Thursday on a stopgap government funding bill that would avoid a government shutdown on Oct. 1 by maintaining current spending levels until Nov. 21.,https://www.reuters.com/article/us-usa-congress-budget-idUSKBN1W42CZ,https://s1.reutersmedia.net/resources/r/?m=02&d=20190919&t=2&i=1431672256&w=1200&r=LYNXMPEF8I1L1,2019-09-19T16:18:36Z,"WASHINGTON (Reuters) - The U.S. House of Representatives prepared to vote on Thursday on a stopgap government funding bill that would avoid a government shutdown on Oct. 1 by maintaining current spending levels until Nov. 21. 
The measure, known as a continu… [+2090 chars]",0.0,0.0,0.0,3.0,0.0
reuters,Reuters,Jeff Mason,Trump caps California swing with visit to border wall,President Donald Trump showed off a section of wall along the U.S. border with Mexico on Wednesday in a bid to illustrate his commitment to crack down on illegal border crossings as he raises money in California for his re-election campaign.,http://feeds.reuters.com/~r/reuters/topNews/~3/Kn8cSk8KUfE/trump-caps-california-swing-with-visit-to-border-wall-idUSKBN1W32ZA,https://s2.reutersmedia.net/resources/r/?m=02&d=20190919&t=2&i=1431427723&w=1200&r=LYNXMPEF8I02B,2019-09-19T17:08:06Z,SAN DIEGO (Reuters) - President Donald Trump showed off a section of wall along the U.S. border with Mexico on Wednesday in a bid to illustrate his commitment to crack down on illegal border crossings as he raises money in California for his re-election campa… [+3774 chars],1.0,21.0,8.0,2416.0,0.0
reuters,Reuters,David Shepardson,"U.S. probes 553,000 Nissan Rogue SUVs for unintended emergency braking","The National Highway Traffic Safety Administration has opened a preliminary investigation into 553,000 Nissan Rogue sport utility vehicles after reports of their automatic emergency braking systems engaging without warning or an obstruction, the agency said o…",https://in.reuters.com/article/usa-nissan-safety-idINKCN1VX2B4,https://s4.reutersmedia.net/resources_v2/images/rcom-default.png,2019-09-12T18:09:30Z,"WASHINGTON (Reuters) - The National Highway Traffic Safety Administration has opened a preliminary investigation into 553,000 Nissan Rogue sport utility vehicles after reports of their automatic emergency braking systems engaging without warning or an obstruc… [+1902 chars]",0.0,0.0,0.0,0.0,0.0
business-insider,Business Insider,Jason Guerrasio,'Joker' is a chilling look at one of the greatest villains in comics that's all the more twisted because of its realness,"""Joker"" is a twisted and violent origin story of DC Comics villain The Joker. Joaquin Phoenix gives an Oscar-caliber performance as the villain. The movie is also a chilling commentary on how society doesn't do enough to take are of those people who experienc…",https://www.businessinsider.com/joker-review-a-chilling-story-with-a-real-world-feel-2019-9,https://amp.businessinsider.com/images/5d772e192e22af178c5d7a25-1334-667.jpg,2019-09-10T13:51:43Z,"Right from the start, you can see ""Joker"" is going to be a different kind of superhero movie than you're used to. That's because director Todd Phillips opens with the Saul Ball-designed Warner Bros. logo used in the 1970s and 1980s.
 Seeing the logo brings b… [+3585 chars]",0.0,262.0,28.0,53.0,0.0
abc-news,ABC News,The Associated Press,US defense chief Esper cautions Europe to be wary of China,"Get breaking national and world news, broadcast video coverage, and exclusive interviews. Find the top news online at ABC news.",https://abcnews.go.com/Politics/wireStory/us-defense-chief-esper-cautions-europe-wary-china-65425446,https://s.abcnews.com/images/International/WireAP_639b302cf27a481584d239ca7b047740_16x9_992.jpg,2019-09-06T10:13:44Z,"U.S. Defense Secretary Mark Esper cautioned European allies against cozying up to China, arguing on Friday that Beijing seeks greater global influence by leveraging economic power and stealing technology.
""The more dependent a country becomes on Chinese inve… [+4487 chars]",1.0,119.0,108.0,32.0,0.0
the-new-york-times,The New York Times,,"In Fall’s Biggest Openings, Experience Is on the Menu - The New York Times","In Fall’s Biggest Openings, Experience Is on the Menu The New York Times Seasoned chefs and restaurateurs, many of them women, and a wide array of cuisines head up our reporter's list of most-anticipated new restaurants.",https://www.nytimes.com/2019/09/03/dining/new-restaurants-nyc.html,https://static01.nyt.com/images/2019/09/04/dining/03Preview-Faves1/03Preview-Faves1-facebookJumbo.jpg,2019-09-03T16:32:00Z,"In Brooklyn, the Nikkei chef Ricardo Zarate will bring a spinoff of his Las Vegas restaurant, Once (pronounced on-SEH), to Carroll Gardens with dishes like Japanese eggplant ceviche, braised short ribs with pickled miso vegetables and grilled shrimp with yuzu… [+4292 chars]",0.0,0.0,0.0,7.0,0.0
the-irish-times,The Irish Times,Harry McGee,Taoiseach hopes to meet Johnson in New York as Brexit deal mood improves,Private meeting held with DUP leader in Dublin on Wednesday night,https://www.irishtimes.com/news/politics/taoiseach-hopes-to-meet-johnson-in-new-york-as-brexit-deal-mood-improves-1.4023998,https://www.irishtimes.com/image-creator/?id=1.4023997&origw=1440,2019-09-19T15:55:09Z,"Taoiseach Leo Varadkar has said he hopes to meet British prime minster Boris Johnson in New York next week amid renewed optimism that a deal on Brexit is possible before the October 31st deadline. 
Mr Varadkar has disclosed that he and Mr Johnson exchanged m… [+4935 chars]",0.0,0.0,0.0,0.0,0.0
the-irish-times,The Irish Times,Jennifer O'Connell,Why is Greta Thunberg so triggering for certain men?,"How can a 16-year-old girl in plaits, dedicated to trying to save the planet, inspire such incandescent rage?",https://www.irishtimes.com/life-and-style/people/why-is-greta-thunberg-so-triggering-for-certain-men-1.4002264,https://www.irishtimes.com/image-creator/?id=1.4002263&origw=1440,2019-09-07T05:02:00Z,"Why is Greta Thunberg so triggering? How can a 16-year-old girl in plaits, who has dedicated herself to the not-exactly sinister, authoritarian plot of trying to save the planet from extinction, inspire such incandescent rage?
Last week, she tweeted that she… [+5279 chars]",0.0,191.0,23.0,100.0,0.0
the-irish-times,The Irish Times,The Irish Times,Four officers killed in knife attack at Paris police headquarters,Man believed to be member of staff attacked colleagues before he was fatally shot,https://www.irishtimes.com/news/world/europe/four-officers-killed-in-knife-attack-at-paris-police-headquarters-1.4038979,https://www.irishtimes.com/image-creator/?id=1.4038978&origw=1440,2019-10-03T12:33:57Z,"A man armed with a knife attacked officers inside Paris police headquarters, killing at least four, before he was fatally shot.
There was no official word on the motive for the attack, which took place in the heart of the French capital near to Notre-Dame de… [+1452 chars]",0.0,39.0,6.0,16.0,0.0
reuters,Reuters,Reuters Editorial,Wells Fargo says 2019 net interest income to fall 6%,"Wells Fargo said on Monday it expects full year 2019 net interest income to fall 6% from a year earlier due to lower interest rates, a flatter yield curve and asset sales.",https://uk.reuters.com/article/us-wells-fargo-outlook-idUKKCN1VU19M,https://s4.reutersmedia.net/resources/r/?m=02&d=20190909&t=2&i=1427936055&w=1200&r=LYNXNPEF8813S,2019-09-09T11:52:59Z,"(Reuters) - Wells Fargo (WFC.N) said on Monday it expects full year 2019 net interest income to fall 6% from a year earlier due to lower interest rates, a flatter yield curve and asset sales. 
The fourth largest U.S. lender said it also expects net interest … [+154 chars]",0.0,0.0,0.0,0.0,0.0
abc-news,ABC News,The Associated Press,"Afghan government says elections first, peace deal after",An Afghan official says that the priority for his government is to hold national elections in Afghanistan later this month _ rather than reach a peace deal with insurgents,https://abcnews.go.com/International/wireStory/afghan-government-elections-peace-deal-65610397,,2019-09-14T10:25:26Z,"An Afghan official says that the priority for his government is to hold national elections later this month rather than reach a peace deal with insurgents.
Presidential spokesman Sediq Sediqqi says Saturday that a legitimate peace deal with Afghanistan's Tal… [+329 chars]",0.0,0.0,0.0,3.0,0.0
the-irish-times,The Irish Times,The Irish Times,Terry Gilliam: I disagree with John Cleese on Brexit,Director and Monty Python star says Brexit makes him ‘terminally depressed’,https://www.irishtimes.com/culture/film/terry-gilliam-i-disagree-with-john-cleese-on-brexit-1.4006216,https://www.irishtimes.com/image-creator/?id=1.4006203&origw=960,2019-09-03T09:29:41Z,"Terry Gilliam has said he disagrees with the way his friend and fellow Monty Python member John Cleese sees the world, following comments from the latter endorsing Brexit and criticising the diversity of London.
The animator and Hollywood director despairs o… [+1651 chars]",0.0,0.0,0.0,1.0,0.0
